original_BOL_address,geometry.location.lat,geometry.location.lng,country,number_of_transactions
"Ringaskiddy,Ireland",51.83042829999999,-8.3219487,Ireland,1.0
"Rio Grande,Brazil",-30.0346316,-51.217698600000006,Brazil,3840.0
"Rio Jaina,Dominican Republic",18.590861999999998,-70.1351468,Dominican Republic,6855.0
"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,Brazil,5306.0
"Road Town, Tortola Island,British Virgin Islands",18.4286115,-64.6184657,British Virgin Islands,34.0
"Roatan Island,Honduras",16.329760800000003,-86.5299673,Honduras,31.0
"Rochester, New York",43.16103,-77.61092190000001,United States,274.0
"Rochester, New York ",43.16103,-77.61092190000001,United States,61.0
"Rockford Airport, Rockford, Illinois",42.201927600000005,-89.0955966,United States,226.0
"Rosario,Argentina",-32.9442426,-60.65053880000001,Argentina,9.0
"Rosarito,Mexico",32.3661011,-117.0617553,Mexico,2035.0
"Rostock,Federal Republic of Germany",54.092440599999996,12.0991466,Germany,4.0
"Rotterdam,Netherlands",51.9244201,4.4777325999999995,Netherlands,95150.0
"Rouseau,Dominca Island",15.3091676,-61.37935539999999,Dominica,71.0
"ST. Thomas,Virgin Islands",18.3380965,-64.8940946,U.S. Virgin Islands,74.0
"Sacramento International Airport, Sacramento, California",38.695085399999996,-121.59006480000001,United States,222.0
"Sagunto,Spain",39.679863299999994,-0.27843850000000003,Spain,406.0
"Saint John, NB,Canada",45.2733153,-66.06330799999999,Canada,1485.0
"Salalah,Oman",17.0506675,54.1065864,Oman,6413.0
"Salem, Massachusetts",42.51954,-70.8967155,United States,500.0
"Salem, Massachusetts ",42.51954,-70.8967155,United States,38.0
"Salerno,Italy",40.68244079999999,14.768096100000001,Italy,1074.0
"Salt Lake City, Utah",40.760779299999996,-111.89104740000002,United States,1406.0
"Salvador,Brazil",-12.972218400000001,-38.5014136,Brazil,1705.0
"Samsun,Turkey",41.2797031,36.3360667,Turkey,1.0
"San Antonio, Texas",29.4241219,-98.4936282,United States,633.0
"San Antonio,Chile",-33.5922807,-71.6055123,Chile,7628.0
"San Bernardino International Airport, San Bernardino, California",34.1005251,-117.24671000000001,United States,311.0
"San Diego, California",32.715738,-117.1610838,United States,40620.0
"San Francisco International Airport, San Francisco, California",37.62131289999999,-122.3789554,United States,26.0
"San Francisco, California",37.7749295,-122.4194155,United States,1092.0
"San Jose International, San Francisco, California",37.62131289999999,-122.3789554,United States,98.0
"San Juan International Airport, Old San Juan, Puerto Rico",18.437374600000002,-66.0017194,Puerto Rico,1.0
"San Juan International Airport, Old San Juan, Puerto Rico ",18.437374600000002,-66.0017194,Puerto Rico,7.0
"San Juan, Puerto Rico",18.465539399999997,-66.1057355,Puerto Rico,32249.0
"San Juan, Puerto Rico ",18.465539399999997,-66.1057355,Puerto Rico,11306.0
"San Lorenzo,Honduras",13.4326204,-87.45544319999998,Honduras,15.0
"San Luis Potosi,Mexico",22.156469899999998,-100.9855409,Mexico,129.0
"San Luis, Arizona",32.486999600000004,-114.78217959999999,United States,148.0
"San Pedro,Belize",17.9213664,-87.9610905,Belize,35.0
"San Vicente,Chile",-34.4349435,-71.0913748,Chile,1825.0
"Sangi,Philippines",10.385363,123.6525422,Philippines,366.0
"Santa Barbara de Samana,Dominican Republic",19.2080704,-69.33245179999999,Dominican Republic,61.0
"Santa Elena,Ecuador",-2.2268901000000003,-80.85938449999998,Ecuador,1.0
"Santa Marta,Colombia",11.2403547,-74.2110227,Colombia,7496.0
"Santa Teresa, New Mexico",31.855938399999996,-106.6391577,United States,3245.0
"Santander,Spain",43.46230569999999,-3.8099803,Spain,230.0
"Santiago,Chile",-33.4488897,-70.66926550000001,Chile,1.0
"Santo Domingo,Dominican Republic",18.4860575,-69.93121169999999,Dominican Republic,4227.0
"Santo Tomas de Castilla,Guatemala",15.690179999999998,-88.620407,Guatemala,10002.0
"Sao Francisco do Sul,Brazil",-26.249088399999994,-48.6346216,Brazil,12.0
"Sao Paulo,Brazil",-23.550519899999998,-46.63330939999999,Brazil,24241.0
"Saskatchenwan,Canada",52.939915899999995,-106.4508639,Canada,29.0
"Sattahip,Thailand",12.676633800000001,100.89678470000001,Thailand,18.0
"Saupe,Brazil",-8.3943786,-34.9740529,Brazil,274.0
"Savanna La Mar,Jamaica",18.229167699999998,-78.1393397,Jamaica,10.0
"Savannah, Georgia",32.0835407,-81.09983419999998,United States,253298.0
"Savona,Italy",44.298387,8.464533099999999,Italy,146.0
"Scarborough,Trinidad",11.186980300000002,-60.73015110000001,Trinidad and Tobago,1.0
"Searsport, Maine",44.46393399999999,-68.90386269999999,United States,1.0
"Seattle Tacoma International Airport, Seattle, Washington",47.4502499,-122.3088165,United States,22.0
"Seattle, Washington",47.6062095,-122.33207079999998,United States,215369.0
"Semarang,Indonesia",-7.0051453,110.43812539999999,Indonesia,140.0
"Sendai ,Japan",38.268215000000005,140.86935580000002,Japan,5328.0
"Sepetiba Bay,Brazil",-29.871001,-50.07620679999999,Brazil,968.0
"Serangoon Harbor,Singapore",1.3977778,103.9408333,Singapore,6.0
"Sete,France",43.4078758,3.7008218999999998,France,33.0
"Shanghai ,China (Mainland)",31.237137,121.487881,China,253766.0
"Sharjah,United Arab Emirates",25.346255300000003,55.420931700000004,United Arab Emirates,6.0
"Shekou,China (Mainland)",22.5272145,113.9180054,China,968.0
"Shellhaven,United Kingdom",51.5157136,0.4775639,United Kingdom,11.0
"Shilong,China (Taiwan)",24.883394,118.929975,China,2801.0
"Sihanoukville,Cambodia",10.6253016,103.5233963,Cambodia,11.0
"Simizu,Japan",35.015887899999996,138.48952749999998,Japan,3461.0
"Simonstown,South Africa",-34.1937654,18.435665300000004,South Africa,340.0
"Sinaloa,Mexico",25.1721091,-107.4795173,Mexico,2.0
"Sines,Portugal",37.9571555,-8.860890699999997,Portugal,24503.0
"Singapore,Singapore",1.352083,103.819836,Singapore,133491.0
"Sitrah,Bahrain",26.1628197,50.627510799999996,Bahrain,217.0
"Smalkalden,Suriname",5.6208917000000005,-55.0962067,Suriname,20.0
"Somoza,Nicaragua",12.1972071,-86.75797870000002,Nicaragua,6.0
"Songkhla Harbor,Thailand",7.2265073000000015,100.5669907,Thailand,13.0
"Sonora,Mexico",29.297224699999997,-110.3308814,Mexico,153.0
"Sorel, QUE,Canada",46.042825,-73.112302,Canada,5.0
"South Bend-Raymond, Washington",46.664401700000006,-123.81121840000002,United States,1.0
"South Riding Point,Bahamas",26.63056,-78.23007700000001,The Bahamas,94232.0
"Southern California Logistics Airport Victorville, California",34.584100299999996,-117.37893020000001,United States,223.0
"Southhampton,United Kingdom",50.90970040000001,-1.4043508999999998,United Kingdom,37418.0
"Springfield, Missouri",37.20895720000001,-93.2922989,United States,5.0
"St. George's,Grenada",12.0560975,-61.748799600000005,Grenada,66.0
"St. John's, Antigua,Antigua",17.1274104,-61.84677199999999,Antigua and Barbuda,70.0
"St. Laurent,French Guiana",5.4838803999999985,-54.0248906,French Guiana,1.0
"St. Lawrence, NFLD,Canada",46.92516699999999,-55.39522900000001,Canada,3.0
"St. Louis, Missouri",38.6270025,-90.1994042,United States,2536.0
"St. Louis, Missouri ",38.6270025,-90.1994042,United States,897.0
"St. Martin,Netherland Antilles",18.042479999999998,-63.05483,Sint Maarten,1.0
"St. Petersburg,Russia",59.9342802,30.335098600000002,Russia,99.0
"Stadersand,Federal Republic of Germany",53.6203259,9.5293974,Germany,100653.0
"Stephenville, NFLD,Canada",48.5479718,-58.5815353,Canada,1.0
"Stockholm,Sweden",59.329323499999994,18.068580800000003,Sweden,22.0
"Stralsund,Federal Republic of Germany",54.30906539999999,13.077034699999999,Germany,5.0
"Suez,Egypt",29.9668343,32.54980689999999,Egypt,73.0
"Sumas, Washington",49.0001217,-122.2648752,United States,7.0
"Surabaya,Indonesia",-7.2574719,112.7520883,Indonesia,179.0
"Susaka,Croatia",44.507676399999994,14.3038411,Croatia,5.0
"Susaki,Japan",33.400745,133.282953,Japan,96.0
"Suva Harbor ,Fiji Islands",-18.1422373,178.406454,Fiji,236.0
"Sweetgrass, Montana",48.9961099,-111.96757509999999,United States,32.0
"Sydney, NS,Canada",46.1367899,-60.19422399999999,Canada,1.0
"Sydney,Australia",-33.8688197,151.2092955,Australia,2060.0
"Syracuse, New York",43.0481221,-76.14742439999998,United States,230.0
"Tacoma, Washington",47.252876799999996,-122.4442906,United States,525743.0
"Taichung,China (Taiwan)",24.1477358,120.6736482,Taiwan,112.0
"Taipei,China (Taiwan)",25.0329694,121.56541770000001,Taiwan,166.0
"Talcahuano,Chile",-36.7247834,-73.1169808,Chile,1.0
"Tallinn,Estonia",59.43696079999999,24.7535747,Estonia,64.0
"Tamaulipas,Mexico",24.266939999999998,-98.8362755,Mexico,1125.0
"Tampa, Florida",27.950575,-82.4571776,United States,2843.0
"Tampico,Mexico",22.233104100000002,-97.861099,Mexico,131245.0
"Tangier,Morocco",35.7594651,-5.8339542999999985,Morocco,539.0
"Tanjung Pelepas,Malaysia",1.3621673,103.5533946,Malaysia,3556.0
"Tanjung Priok,Indonesia",-6.1320555,106.8714848,Indonesia,1426.0
"Tanjunguban,Indonesia",1.0703109,104.2192475,Indonesia,1.0
"Tarragona,Spain",41.11888270000001,1.2444909,Spain,12.0
"Tarragona,Spain ",41.11888270000001,1.2444909,Spain,258.0
"Tauranga,New Zealand",-37.68779749999999,176.1651295,New Zealand,5972.0
"Tawau,Malaysia",4.244651,117.8911861,Malaysia,1688.0
"Tecate, California",32.5811734,-116.62098710000001,United States,41.0
"Tellicherry,India",11.7532878,75.4928777,India,66.0
"Tema,Ghana",5.7348119,0.030235400000000003,Ghana,272.0
"Tenerife ,Spain",28.291563699999998,-16.6291304,Spain,28.0
"Tenes,Algeria",36.504903799999994,1.3180041999999998,Algeria,16.0
"Thamesport,United Kingdom",51.433450799999996,0.6869244999999999,United Kingdom,3.0
"Thanh Pho Ho Chi Minh,Vietnam",10.8230989,106.6296638,Vietnam,2937.0
"Thessaloniki,Greece",40.6400629,22.9444191,Greece,22.0
"Tientsin,China (Mainland)",39.0460863,117.6817553,China,3512.0
"Tilbury,United Kingdom",51.463024,0.360498,United Kingdom,168.0
"Timaru,New Zealand",-44.3969718,171.2549729,New Zealand,6.0
"Tin Can Island,Nigeria",6.432796799999998,3.3451885999999997,Nigeria,234.0
"Toamasina,Madagascar (Malagasy)",-18.1442811,49.3957836,Madagascar,3.0
"Tobago,Trinidad",10.691803,-61.222503,Trinidad and Tobago,1.0
"Tokyo ,Japan",35.6894875,139.69170640000002,Japan,82578.0
"Toledo, Ohio",41.6639383,-83.55521200000003,United States,79.0
"Tomakomai,Japan",42.6343021,141.60537209999998,Japan,42.0
"Tonghae,South Korea",37.52471920000001,129.1142915,South Korea,1.0
"Toronto, ONT,Canada",43.653226000000004,-79.3831843,Canada,39495.0
"Tourane,Vietnam",16.0544068,108.2021667,Vietnam,118.0
"Toyohasi,Japan",34.7691995,137.39146619999997,Japan,489.0
"Trieste ,Italy",45.6495264,13.7768182,Italy,10.0
"Trois Rivieres, QUE,Canada",46.3546803,-72.5837866,Canada,1.0
"Trout River, New York",44.99143249999999,-74.3082502,United States,5513.0
"Trujillo,Honduras",15.911678899999998,-85.9534465,Honduras,3.0
"Trujillo,Peru",-8.109052400000001,-79.02153359999998,Peru,6.0
"Tsingtao,China (Mainland)",36.28214699999999,119.98196999999999,China,29966.0
"Tucson, Arizona",32.2217429,-110.926479,United States,192.0
"Tulcea,Romania",45.1716165,28.7914439,Romania,1.0
"Tulear,Madagascar (Malagasy)",-23.3516191,43.6854936,Madagascar,1.0
"Tulsa, Oklahoma",36.1539816,-95.992775,United States,120.0
"Tunis,Tunisia",36.806494799999996,10.1815316,Tunisia,5.0
"Turbo,Colombia",8.0951588,-76.7284559,Colombia,24.0
"Tuticorin,India",8.764166099999999,78.13483609999999,India,761.0
"Tutunciftlik,Turkey",40.759518,29.791797999999996,Turkey,1576.0
"UPS, Newark, New Jersey",40.7540302,-74.19830309999998,United States,8.0
"UPS, Seattle, Washington",47.603592,-122.33560870000001,United States,1.0
"Ube,Japan",33.951508700000005,131.2467858,Japan,1.0
"Ujung Pandang,Indonesia",-5.147665099999998,119.4327314,Indonesia,1.0
"Ulsan,South Korea",35.5383773,129.3113596,South Korea,11.0
"Umm Qasr,Iraq",30.039768300000002,47.9267674,Iraq,4.0
"Urucara,Brazil",-2.5297311000000002,-57.754279000000004,Brazil,9.0
"Ushuaia,Argentina",-54.8019121,-68.30295109999999,Argentina,22.0
"Vacamonte,Panama",8.9108924,-79.7035265,Panama,565.0
"Valdivia,Chile",-39.819585700000005,-73.2452103,Chile,3919.0
"Valencia Harvor,Ireland",53.3601961,-6.263313200000001,Ireland,5.0
"Valencia,Spain",39.4699075,-0.37628809999999996,Spain,43755.0
"Valencia,Spain ",39.4699075,-0.37628809999999996,Spain,13541.0
"Valletta,Malta",35.898908500000005,14.514552800000002,Malta,35.0
"Valleyfield, QUE,Canada",45.2500909,-74.13308620000001,Canada,3.0
"Valparaiso,Chile",-33.047238,-71.61268849999998,Chile,6346.0
"Vancouver, BC ,Canada",49.282729100000005,-123.1207375,Canada,292293.0
"Vancouver, BC, Canada",49.282729100000005,-123.1207375,Canada,10.0
"Vancouver, Washington",45.63183970000001,-122.67160630000001,United States,448.0
"Venice,Italy",45.440847399999996,12.315515099999999,Italy,23.0
"Veracruz,Mexico",19.173773,-96.1342241,Mexico,165494.0
"Vicksburg, Mississippi (Include Jackson Municipal Airport)",32.3122283,-90.07642170000001,United States,463.0
"Victoria, BC,Canada",48.428420700000004,-123.36564440000001,Canada,48.0
Vietnam,14.058323999999999,108.277199,Vietnam,199.0
"Vieux Fort,St. Lucia",13.720607999999999,-60.94964329999999,Saint Lucia,34.0
"Vigo,Spain",42.24059889999999,-8.720726800000001,Spain,689.0
"Vigo,Spain ",42.24059889999999,-8.720726800000001,Spain,259.0
"Vila Real de San Antonio,Portugal",37.1937172,-7.4209255,Portugal,320.0
"Vila do Conde,Brazil",-23.5195854,-46.65052070000001,Brazil,35.0
"Villagarcia de Arosa,Spain",42.598602500000005,-8.737103900000001,Spain,10.0
"Virgin Gorda,British Virgin Islands",18.493905899999998,-64.40228770000002,British Virgin Islands,1.0
"Vishakhapatnam,India",17.6868159,83.2184815,India,25.0
"Vito,Philippines",14.5560018,121.00518390000002,Philippines,7.0
"Vitoria,Brazil",-20.2976178,-40.2957768,Brazil,3611.0
"Vladivostok,Russia",43.119809100000005,131.8869243,Russia,1.0
"Vlissingen,Netherlands",51.453667200000005,3.5709125,Netherlands,6.0
"Vunda Point,Fiji Islands",-17.6792682,177.38472099999998,Fiji,17.0
"Vung Tau,Vietnam",10.4113797,107.136224,Vietnam,28201.0
"Wadi Feiran,Egypt",28.711215999999997,33.663983,Egypt,1.0
"Walvis Bay,Namibia",-22.9389587,14.524746300000002,Namibia,1.0
"Washington, District of Columbia",38.9071923,-77.03687070000001,United States,66.0
"Welland, ONT,Canada",42.992157899999995,-79.2482555,Canada,32.0
"Wellington ,New Zealand",-41.286460299999995,174.776236,New Zealand,120.0
"West Palm Beach, Florida",26.7153424,-80.0533746,United States,3731.0
"White Rock, BC,Canada",49.0253085,-122.80296200000001,Canada,223.0
"Wiarton, ONT,Canada",44.7419729,-81.14083440000002,Canada,127.0
"Wichita, Kansas",37.68717609999999,-97.330053,United States,21.0
"Wilhelmshaven,Federal Republic of Germany",53.53234029999999,8.106872200000002,Germany,6.0
"Wilkes Barre/Scranton, Pennsylvania",41.298176899999994,-75.9927652,United States,29.0
"Willemstad,Netherland Antilles",12.1224221,-68.8824233,Curaçao,113.0
"Wilmington, Delaware",39.7390721,-75.5397878,United States,50578.0
"Wilmington, Delaware ",39.7390721,-75.5397878,United States,18547.0
"Wilmington, North Carolina",34.2257255,-77.9447102,United States,3087.0
"Wilmington, North Carolina ",34.2257255,-77.9447102,United States,1126.0
"Wilsons Beach, NB,Canada",44.9329121,-66.9395863,Canada,664.0
"Windsor, ONT,Canada",42.314936700000004,-83.03636329999998,Canada,109.0
"Winston-Salem, North Carolina",36.09985959999999,-80.24421600000001,United States,126.0
"Worcester, Massachusetts",42.262593200000005,-71.8022934,United States,403.0
"Workington,United Kingdom",54.64356899999999,-3.5427519999999997,United Kingdom,12.0
"Wuhu,China (Mainland)",31.302751,117.902111,China,6353.0
"Xcalac,Mexico",18.2713888,-87.83583329999998,Mexico,4188.0
"Xiamen,China (Mainland)",24.505976999999998,118.126884,China,16405.0
"Yalta,Ukraine",44.49520500000001,34.166301000000004,,2.0
"Yangon,Burma",16.866069399999997,96.19513200000002,Myanmar (Burma),4.0
"Yarimca,Turkey",39.919162,30.634021,Turkey,21.0
"Yarmouth Harbor,United Kingdom",50.70514,-1.5027466999999999,United Kingdom,198.0
"Yarmouth, NS,Canada",43.8374576,-66.11738199999999,Canada,1.0
"Yarraville,Australia",-37.817,144.89,Australia,5571.0
"Yavaros,Mexico",26.704837400000002,-109.51555,Mexico,22824.0
"Yentai,China (Mainland)",31.237137,121.487881,China,81.0
"Yokkaiti,Japan",34.9651567,136.62448469999998,Japan,3.0
"Yokohama,Japan",35.4437078,139.6380256,Japan,7832.0
"Yokosuka,Japan",35.2813412,139.6722005,Japan,104.0
"Ystad,Sweden",55.4295051,13.820030800000001,Sweden,37.0
"Yura,Japan",33.959223200000004,135.1183485,Japan,147.0
"Yuzhnyy,Ukraine",46.624021299999995,31.1000648,Ukraine,70.0
"Zaandam,Netherlands",52.4420399,4.829199299999999,Netherlands,10.0
"Zarate,Argentina",-34.095781099999996,-59.024230200000005,Argentina,67.0
"Zeebrugge,Belgium",51.3189468,3.2068507,Belgium,6252.0
"Zhenjiang,China (Mainland)",31.7034717,119.94220700000001,China,45.0
"Zhongshan,China (Mainland)",38.93973700000001,115.349948,China,92.0
"Zhuhai,China (Mainland)",22.5272145,113.9180054,China,45.0
"Zonguldak,Turkey",41.45352099999999,31.789379999999998,Turkey,2.0
"Zwyndrecht,Belgium",51.2164116,4.3335905,Belgium,55.0
"British Indian Ocean Territory,British Indian Ocean Territory",-6.343194,71.87651899999999,British Indian Ocean Territory,
"Cayman Island Ports,Cayman Islands",19.3221698,-81.2408689,Cayman Islands,
"China (Taiwan) Ports,China (Taiwan)",29.732170399999998,-95.4354819,United States,
"Egypt Mediterranean Region Ports,Egypt",31.174514799999997,29.864162300000004,Egypt,
"Guyana Ports ,Guyana",6.2522028,-57.34682370000001,Guyana,
"Honduras West Coast Region Ports ,Honduras",16.329760800000003,-86.5299673,Honduras,
"Oman Ports ,Oman",24.4964531,56.61656139999999,Oman,
"Pakistan Ports ,Pakistan",24.806720300000002,66.9832778,Pakistan,
"Virgin Islands Ports ,Virgin Islands",18.335094,-64.97024600000002,U.S. Virgin Islands,
